,Country of birth of person,Years spent in Australia,Age group,Sex,Long-term health condition (LTHC),Number of people reporting LTHC(s),Population,Age-specific percentage of population reporting LTHC(s),Language used at home,Proficiency in spoken English
19556,Nepal,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Nepali,Very well or well
19557,Nepal,Not specified,00–44,Persons,Diabetes,121.0,6053.0,1.999008756,Nepali,Not well or Not at all
19558,Nepal,Not specified,00–44,Male,Diabetes,45.0,2970.0,1.515151515,Nepali,Not well or Not at all
19559,Nepal,Not specified,00–44,Female,Diabetes,76.0,3083.0,2.465131366,Nepali,Not well or Not at all
19560,Nepal,Not specified,45–64,Persons,Diabetes,439.0,2415.0,18.17805383,Nepali,Not well or Not at all
19561,Nepal,Not specified,45–64,Male,Diabetes,126.0,841.0,14.98216409,Nepali,Not well or Not at all
19562,Nepal,Not specified,45–64,Female,Diabetes,313.0,1574.0,19.88564168,Nepali,Not well or Not at all
19563,Nepal,Not specified,65 and over,Persons,Diabetes,265.0,1009.0,26.26362735,Nepali,Not well or Not at all
19564,Nepal,Not specified,65 and over,Male,Diabetes,105.0,444.0,23.64864865,Nepali,Not well or Not at all
19565,Nepal,Not specified,65 and over,Female,Diabetes,160.0,565.0,28.31858407,Nepali,Not well or Not at all
19566,India,Not specified,00–44,Persons,Diabetes,2322.0,194256.0,1.195329874,Punjabi,Very well or well
19567,India,Not specified,00–44,Male,Diabetes,1576.0,105676.0,1.491350922,Punjabi,Very well or well
19568,India,Not specified,00–44,Female,Diabetes,746.0,88580.0,0.842176564,Punjabi,Very well or well
19569,India,Not specified,45–64,Persons,Diabetes,1616.0,13729.0,11.77070435,Punjabi,Very well or well
19570,India,Not specified,45–64,Male,Diabetes,1135.0,7801.0,14.54941674,Punjabi,Very well or well
19571,India,Not specified,45–64,Female,Diabetes,481.0,5928.0,8.114035088,Punjabi,Very well or well
19572,India,Not specified,65 and over,Persons,Diabetes,966.0,3723.0,25.94681708,Punjabi,Very well or well
19573,India,Not specified,65 and over,Male,Diabetes,669.0,2303.0,29.04906644,Punjabi,Very well or well
19574,India,Not specified,65 and over,Female,Diabetes,297.0,1420.0,20.91549296,Punjabi,Very well or well
19575,India,Not specified,00–44,Persons,Diabetes,76.0,11784.0,0.644942295,Punjabi,Not well or Not at all
19576,India,Not specified,00–44,Male,Diabetes,46.0,6850.0,0.671532847,Punjabi,Not well or Not at all
19577,India,Not specified,00–44,Female,Diabetes,30.0,4934.0,0.608025942,Punjabi,Not well or Not at all
19578,India,Not specified,45–64,Persons,Diabetes,632.0,4579.0,13.80214021,Punjabi,Not well or Not at all
19579,India,Not specified,45–64,Male,Diabetes,180.0,1285.0,14.0077821,Punjabi,Not well or Not at all
19580,India,Not specified,45–64,Female,Diabetes,452.0,3294.0,13.72191864,Punjabi,Not well or Not at all
19581,India,Not specified,65 and over,Persons,Diabetes,889.0,3949.0,22.51202836,Punjabi,Not well or Not at all
19582,India,Not specified,65 and over,Male,Diabetes,332.0,1408.0,23.57954545,Punjabi,Not well or Not at all
19583,India,Not specified,65 and over,Female,Diabetes,557.0,2541.0,21.92050374,Punjabi,Not well or Not at all
19584,Pakistan,Not specified,00–44,Persons,Diabetes,35.0,2060.0,1.699029126,Sindhi,Very well or well
19585,Pakistan,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Sindhi,Very well or well
19586,Pakistan,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Sindhi,Very well or well
19587,Pakistan,Not specified,45–64,Persons,Diabetes,43.0,293.0,14.67576792,Sindhi,Very well or well
19588,Pakistan,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Sindhi,Very well or well
19589,Pakistan,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Sindhi,Very well or well
19590,Pakistan,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Sindhi,Very well or well
19591,Pakistan,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Sindhi,Very well or well
19592,Pakistan,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Sindhi,Very well or well
19593,Pakistan,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Sindhi,Not well or Not at all
19594,Pakistan,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Sindhi,Not well or Not at all
19595,Pakistan,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Sindhi,Not well or Not at all
19596,Pakistan,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Sindhi,Not well or Not at all
19597,Pakistan,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Sindhi,Not well or Not at all
19598,Pakistan,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Sindhi,Not well or Not at all
19599,Pakistan,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Sindhi,Not well or Not at all
19600,Pakistan,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Sindhi,Not well or Not at all
19601,Pakistan,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Sindhi,Not well or Not at all
19602,Sri Lanka,Not specified,00–44,Persons,Diabetes,1168.0,55763.0,2.094578843,Sinhalese,Very well or well
19603,Sri Lanka,Not specified,00–44,Male,Diabetes,722.0,28363.0,2.545569933,Sinhalese,Very well or well
19604,Sri Lanka,Not specified,00–44,Female,Diabetes,446.0,27400.0,1.627737226,Sinhalese,Very well or well
19605,Sri Lanka,Not specified,45–64,Persons,Diabetes,3030.0,18429.0,16.44147811,Sinhalese,Very well or well
19606,Sri Lanka,Not specified,45–64,Male,Diabetes,1868.0,9667.0,19.3234716,Sinhalese,Very well or well
19607,Sri Lanka,Not specified,45–64,Female,Diabetes,1162.0,8762.0,13.26181237,Sinhalese,Very well or well
19608,Sri Lanka,Not specified,65 and over,Persons,Diabetes,1781.0,5321.0,33.47115204,Sinhalese,Very well or well
19609,Sri Lanka,Not specified,65 and over,Male,Diabetes,1089.0,2893.0,37.64258555,Sinhalese,Very well or well
19610,Sri Lanka,Not specified,65 and over,Female,Diabetes,692.0,2428.0,28.50082372,Sinhalese,Very well or well
19611,Sri Lanka,Not specified,00–44,Persons,Diabetes,33.0,1983.0,1.664145234,Sinhalese,Not well or Not at all
19612,Sri Lanka,Not specified,00–44,Male,Diabetes,20.0,994.0,2.012072435,Sinhalese,Not well or Not at all
19613,Sri Lanka,Not specified,00–44,Female,Diabetes,13.0,989.0,1.31445905,Sinhalese,Not well or Not at all
19614,Sri Lanka,Not specified,45–64,Persons,Diabetes,231.0,947.0,24.39281943,Sinhalese,Not well or Not at all
19615,Sri Lanka,Not specified,45–64,Male,Diabetes,64.0,253.0,25.29644269,Sinhalese,Not well or Not at all
19616,Sri Lanka,Not specified,45–64,Female,Diabetes,167.0,694.0,24.06340058,Sinhalese,Not well or Not at all
19617,Sri Lanka,Not specified,65 and over,Persons,Diabetes,344.0,949.0,36.24868282,Sinhalese,Not well or Not at all
19618,Sri Lanka,Not specified,65 and over,Male,Diabetes,106.0,239.0,44.35146444,Sinhalese,Not well or Not at all
19619,Sri Lanka,Not specified,65 and over,Female,Diabetes,238.0,710.0,33.52112676,Sinhalese,Not well or Not at all
19620,Pakistan,Not specified,00–44,Persons,Diabetes,1477.0,89183.0,1.656145229,Urdu,Very well or well
19621,Pakistan,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Urdu,Very well or well
19622,Pakistan,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Urdu,Very well or well
19623,Pakistan,Not specified,45–64,Persons,Diabetes,1897.0,10464.0,18.12882263,Urdu,Very well or well
19624,Pakistan,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Urdu,Very well or well
19625,Pakistan,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Urdu,Very well or well
19626,Pakistan,Not specified,65 and over,Persons,Diabetes,638.0,1739.0,36.68775158,Urdu,Very well or well
19627,Pakistan,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Urdu,Very well or well
19628,Pakistan,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Urdu,Very well or well
19629,Pakistan,Not specified,00–44,Persons,Diabetes,61.0,5410.0,1.12754159,Urdu,Not well or Not at all
19630,Pakistan,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Urdu,Not well or Not at all
19631,Pakistan,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Urdu,Not well or Not at all
19632,Pakistan,Not specified,45–64,Persons,Diabetes,300.0,1086.0,27.62430939,Urdu,Not well or Not at all
19633,Pakistan,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Urdu,Not well or Not at all
19634,Pakistan,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Urdu,Not well or Not at all
19635,Pakistan,Not specified,65 and over,Persons,Diabetes,342.0,800.0,42.75,Urdu,Not well or Not at all
19636,Pakistan,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Urdu,Not well or Not at all
19637,Pakistan,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Urdu,Not well or Not at all
19638,India,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Assamese,Very well or well
19639,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Assamese,Very well or well
19640,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Assamese,Very well or well
19641,India,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Assamese,Very well or well
19642,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Assamese,Very well or well
19643,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Assamese,Very well or well
19644,India,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Assamese,Very well or well
19645,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Assamese,Very well or well
19646,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Assamese,Very well or well
19647,India,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Assamese,Not well or Not at all
19648,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Assamese,Not well or Not at all
19649,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Assamese,Not well or Not at all
19650,India,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Assamese,Not well or Not at all
19651,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Assamese,Not well or Not at all
19652,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Assamese,Not well or Not at all
19653,India,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Assamese,Not well or Not at all
19654,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Assamese,Not well or Not at all
19655,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Assamese,Not well or Not at all
19656,Maldives,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Dhivehi,Very well or well
19657,Maldives,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Dhivehi,Very well or well
19658,Maldives,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Dhivehi,Very well or well
19659,Maldives,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Dhivehi,Very well or well
19660,Maldives,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Dhivehi,Very well or well
19661,Maldives,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Dhivehi,Very well or well
19662,Maldives,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Dhivehi,Very well or well
19663,Maldives,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Dhivehi,Very well or well
19664,Maldives,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Dhivehi,Very well or well
19665,Maldives,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Dhivehi,Not well or Not at all
19666,Maldives,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Dhivehi,Not well or Not at all
19667,Maldives,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Dhivehi,Not well or Not at all
19668,Maldives,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Dhivehi,Not well or Not at all
19669,Maldives,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Dhivehi,Not well or Not at all
19670,Maldives,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Dhivehi,Not well or Not at all
19671,Maldives,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Dhivehi,Not well or Not at all
19672,Maldives,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Dhivehi,Not well or Not at all
19673,Maldives,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Dhivehi,Not well or Not at all
19674,India,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Kashmiri,Very well or well
19675,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Kashmiri,Very well or well
19676,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Kashmiri,Very well or well
19677,India,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Kashmiri,Very well or well
19678,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Kashmiri,Very well or well
19679,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Kashmiri,Very well or well
19680,India,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Kashmiri,Very well or well
19681,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Kashmiri,Very well or well
19682,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Kashmiri,Very well or well
19683,India,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Kashmiri,Not well or Not at all
19684,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Kashmiri,Not well or Not at all
19685,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Kashmiri,Not well or Not at all
19686,India,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Kashmiri,Not well or Not at all
19687,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Kashmiri,Not well or Not at all
19688,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Kashmiri,Not well or Not at all
19689,India,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Kashmiri,Not well or Not at all
19690,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Kashmiri,Not well or Not at all
19691,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Kashmiri,Not well or Not at all
19692,India,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Oriya,Very well or well
19693,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Oriya,Very well or well
19694,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Oriya,Very well or well
19695,India,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Oriya,Very well or well
19696,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Oriya,Very well or well
19697,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Oriya,Very well or well
19698,India,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Oriya,Very well or well
19699,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Oriya,Very well or well
19700,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Oriya,Very well or well
19701,India,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Oriya,Not well or Not at all
19702,India,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Oriya,Not well or Not at all
19703,India,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Oriya,Not well or Not at all
19704,India,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Oriya,Not well or Not at all
19705,India,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Oriya,Not well or Not at all
19706,India,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Oriya,Not well or Not at all
19707,India,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Oriya,Not well or Not at all
19708,India,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Oriya,Not well or Not at all
19709,India,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Oriya,Not well or Not at all
19710,Fiji,Not specified,00–44,Persons,Diabetes,105.0,2845.0,3.690685413,Fijian Hindustani,Very well or well
19711,Fiji,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Very well or well
19712,Fiji,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Very well or well
19713,Fiji,Not specified,45–64,Persons,Diabetes,247.0,1227.0,20.13039935,Fijian Hindustani,Very well or well
19714,Fiji,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Very well or well
19715,Fiji,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Very well or well
19716,Fiji,Not specified,65 and over,Persons,Diabetes,148.0,397.0,37.27959698,Fijian Hindustani,Very well or well
19717,Fiji,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Very well or well
19718,Fiji,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Very well or well
19719,Fiji,Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Not well or Not at all
19720,Fiji,Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Not well or Not at all
19721,Fiji,Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Not well or Not at all
19722,Fiji,Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Not well or Not at all
19723,Fiji,Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Not well or Not at all
19724,Fiji,Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Not well or Not at all
19725,Fiji,Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Not well or Not at all
19726,Fiji,Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Not well or Not at all
19727,Fiji,Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,Fijian Hindustani,Not well or Not at all
19728,"Southern Asia, nfd",Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well
19729,"Southern Asia, nfd",Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well
19730,"Southern Asia, nfd",Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well
19731,"Southern Asia, nfd",Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well
19732,"Southern Asia, nfd",Not specified,45–64,Male,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well
19733,"Southern Asia, nfd",Not specified,45–64,Female,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well
19734,"Southern Asia, nfd",Not specified,65 and over,Persons,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well
19735,"Southern Asia, nfd",Not specified,65 and over,Male,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well
19736,"Southern Asia, nfd",Not specified,65 and over,Female,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nec",Very well or well
19737,"Southern Asia, nfd",Not specified,00–44,Persons,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nec",Not well or Not at all
19738,"Southern Asia, nfd",Not specified,00–44,Male,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nec",Not well or Not at all
19739,"Southern Asia, nfd",Not specified,00–44,Female,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nec",Not well or Not at all
19740,"Southern Asia, nfd",Not specified,45–64,Persons,Diabetes,0.0,0.0,0.0,"Indo-Aryan, nec",Not well or Not at all
